Date,Adj Close
2020-06-01,169.22446727239205
2020-06-02,170.43498232101646
2020-06-03,176.74736845056563
2020-06-04,180.96540375299287
2020-06-05,177.8853796620997
2020-06-08,182.45471583982814
2020-06-09,184.39708374827373
2020-06-10,183.68292675539212
2020-06-11,179.795160918551
2020-06-12,184.81954069725742
2020-06-15,181.4456707066031
2020-06-16,185.13572405428928
2020-06-17,190.04445678123352
2020-06-18,189.20810612555397
2020-06-19,193.7730253587234
2020-06-22,195.0485744401669
2020-06-23,188.14542324995747
2020-06-24,194.41366921604
2020-06-25,196.2916115551119
2020-06-26,196.41351229969484
2020-06-29,194.6819850859858
2020-06-30,199.4920890741256
2020-07-01,196.81377304713058
2020-07-02,199.684648209953
2020-07-03,201.10489144280277
2020-07-06,201.8578227502596
2020-07-07,205.06727165854232
2020-07-08,207.59102889991246
2020-07-09,203.52311023522805
2020-07-10,207.80905513483154
2020-07-13,209.87748824101092
2020-07-14,209.04884095727766
2020-07-15,207.49573537935157
2020-07-16,210.86106693422536
2020-07-17,207.94588422690202
2020-07-20,211.99449663741615
2020-07-21,214.5277263899205
2020-07-22,215.0453824214039
2020-07-23,219.6076877169926
2020-07-24,222.38696248676686
2020-07-27,217.95591291345062
2020-07-28,222.8170413350692
2020-07-29,224.79760292325076
2020-07-30,224.23770738470796
2020-07-31,221.8711823997835
2020-08-03,226.13482036212588
2020-08-04,223.12590460899065
2020-08-05,226.77005365195615
2020-08-06,229.8163550672728
2020-08-07,229.9445800892052
2020-08-10,234.17899604194346
2020-08-11,236.40019129568856
2020-08-12,231.24198903555177
2020-08-13,236.42746693011364
2020-08-14,238.39553395006138
2020-08-17,237.99521325782882
2020-08-18,236.03580067028926
2020-08-19,240.26139104867335
2020-08-20,237.38429761795348
2020-08-21,240.8716776053179
2020-08-24,243.25696241173594
2020-08-25,243.68587379206318
2020-08-26,247.66189456331142
2020-08-27,250.11850293905172
2020-08-28,245.49662080452325
2020-08-31,250.3065789480065
2020-09-01,252.31078686460648
2020-09-02,251.73040980123665
2020-09-03,249.80608256027574
2020-09-04,253.75717181270682
2020-09-07,250.83548150635906
2020-09-08,254.54607356699364
2020-09-09,257.1407870453916
2020-09-10,257.52590143731817
2020-09-11,261.758093147398
2020-09-14,264.2639227994801
2020-09-15,259.5746559515421
2020-09-16,264.49274540656245
2020-09-17,266.4803714061005
2020-09-18,265.95050463373957
2020-09-21,263.8717974059396
2020-09-22,267.99268268673984
2020-09-23,265.0530593128773
2020-09-24,268.68749411804714
2020-09-25,271.380266587542
2020-09-28,271.69129175868426
2020-09-29,275.8619661676923
2020-09-30,278.2619512585344
2020-10-01,273.4343860849325
2020-10-02,278.4143941698435
2020-10-05,280.399598352182
2020-10-06,279.9001866497302
2020-10-07,277.8983426284788
2020-10-08,282.01250236635155
2020-10-09,279.09786163924474
2020-10-12,282.702298663249
2020-10-13,285.2698208413311
2020-10-14,285.63773356706787
2020-10-15,289.7591526592261
2020-10-16,292.2035351257559
2020-10-19,287.4774194886562
2020-10-20,292.3862919067883
2020-10-21,294.3783527764152
2020-10-22,293.84483479245927
2020-10-23,291.84988064664907
2020-10-26,295.9118877248731
2020-10-27,292.988850851532
2020-10-28,296.63559157044705
2020-10-29,299.24251900714
2020-10-30,299.6022815252539
2020-11-02,303.77220705743315
2020-11-03,306.22606839552657
2020-11-04,301.48745413192296
2020-11-05,306.4166530452958
2020-11-06,308.4055849092582
2020-11-09,307.8815592506793
2020-11-10,305.8573057957656
2020-11-11,309.9514065828957
2020-11-12,307.0249391446322
2020-11-13,310.6573408635805
2020-11-16,313.2830076448466
2020-11-17,313.6286752310343
2020-11-18,317.7870604410457
2020-11-19,320.22084787463615
2020-11-20,315.4559313679145
2020-11-23,320.3969496770588
2020-11-24,322.3854123718329
2020-11-25,321.8671986684453
2020-11-26,319.85745661118744
2020-11-27,323.95037467500777
2020-11-30,321.02864179324246
2020-12-01,324.6553041212129
2020-12-02,327.25723878205883
2020-12-03,327.6136688282618
2020-12-04,331.7626655330426
2020-12-07,334.2048256904301
2020-12-08,329.4590988124994
2020-12-09,334.38664197557637
2020-12-10,336.37640549937885
2020-12-11,335.8517315106315
2020-12-14,333.8433407338686
2020-12-15,337.9263505578131
2020-12-16,335.0030370455955
2020-12-17,338.63771671314646
2020-12-18,341.24706522152445
2020-12-21,341.6019791100748
2020-12-22,345.7601604163088
2020-12-23,348.2041454614682
2020-12-24,343.4561014159958
2020-12-25,348.38746524446435
